기준년월,관광객유형,제주대분류,제주중분류,업종명,성별,연령대별,카드이용금액,카드이용건수,건당이용금액
Feb-16,내국인 관광객,제주시,용담2동,의원,여,30대,748300,28,26725
Feb-16,내국인 관광객,제주시,연동,악세 사리,여,20대,1546200,58,26659
Feb-16,내국인 관광객,제주시,용담2동,의원,남,40대,477300,18,26517
Feb-16,내국인 관광객,제주시,애월읍,의원,남,50대,370200,14,26443
Feb-16,내국인 관광객,제주시,노형동,슈퍼 마켓,여,50대,7024720,267,26310
Feb-16,내국인 관광객,서귀포시,남원읍,기타음료식품,여,30대,1288600,49,26298
Feb-16,내국인 관광객,제주시,연동,기념품 점,남,20대,3836000,146,26274
Feb-16,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,여,50대,1628320,62,26263
Feb-16,내국인 관광객,제주시,이도2동,슈퍼 마켓,여,20대,8734190,346,25243
Feb-16,내국인 관광객,제주시,애월읍,농축수산품,여,30대,2220000,88,25227
Feb-16,내국인 관광객,서귀포시,성산읍,약국,여,50대,503500,20,25175
Feb-16,내국인 관광객,서귀포시,성산읍,스넥,남,50대,1155000,46,25109
Feb-16,내국인 관광객,서귀포시,예래동,스넥,남,50대,3916640,157,24947
Feb-16,내국인 관광객,제주시,연동,기타음료식품,남,30대,646100,26,24850
Feb-16,내국인 관광객,서귀포시,남원읍,스포츠레져용품,남,50대,467900,19,24626
Feb-16,내국인 관광객,제주시,연동,의원,남,20대,441100,18,24506
Feb-16,내국인 관광객,제주시,노형동,슈퍼 마켓,여,40대,9881950,409,24161
Feb-16,내국인 관광객,제주시,용담2동,스넥,여,40대,675500,28,24125
Feb-16,내국인 관광객,서귀포시,성산읍,기념품 점,남,50대,1569600,66,23782
Feb-16,내국인 관광객,제주시,이도2동,의원,여,20대,1724800,73,23627
Feb-16,내국인 관광객,제주시,연동,기념품 점,여,40대,1228000,52,23615
Feb-16,내국인 관광객,제주시,용담2동,기념품 점,남,20대,20387300,868,23488
Feb-16,내국인 관광객,서귀포시,성산읍,기타음료식품,여,40대,961240,41,23445
Feb-16,내국인 관광객,제주시,애월읍,슈퍼 마켓,여,40대,4616610,199,23199
Feb-16,내국인 관광객,서귀포시,남원읍,기타음료식품,여,20대,1739300,75,23191
Feb-16,내국인 관광객,제주시,연동,스넥,남,50대,2888800,125,23110
Feb-16,내국인 관광객,서귀포시,성산읍,기념품 점,여,40대,3686100,160,23038
Feb-16,내국인 관광객,제주시,연동,농축수산품,여,20대,1311500,57,23009
Feb-16,내국인 관광객,제주시,노형동,약국,남,50대,3274620,143,22899
Feb-16,내국인 관광객,제주시,연동,슈퍼 마켓,여,40대,12005720,526,22825
Feb-16,내국인 관광객,제주시,노형동,슈퍼 마켓,남,50대,15041930,662,22722
Feb-16,내국인 관광객,서귀포시,성산읍,기타음료식품,여,50대,475940,21,22664
Feb-16,내국인 관광객,서귀포시,성산읍,기념품 점,여,50대,1176700,52,22629
Feb-16,내국인 관광객,제주시,연동,슈퍼 마켓,남,50대,13473720,598,22531
Feb-16,내국인 관광객,제주시,용담2동,스넥,남,50대,292900,13,22531
Feb-16,내국인 관광객,서귀포시,성산읍,스넥,남,40대,2494500,111,22473
Feb-16,내국인 관광객,제주시,노형동,의원,남,30대,4512800,201,22452
Feb-16,내국인 관광객,제주시,용담2동,의원,여,50대,381600,17,22447
Feb-16,내국인 관광객,제주시,이도2동,기타음료식품,여,40대,334000,15,22267
Feb-16,내국인 관광객,제주시,노형동,슈퍼 마켓,남,40대,18188170,817,22262
Feb-16,내국인 관광객,제주시,연동,스넥,남,40대,4914800,221,22239
Feb-16,내국인 관광객,제주시,노형동,의원,여,20대,3372500,152,22188
Feb-16,내국인 관광객,제주시,이도2동,악세 사리,여,40대,264900,12,22075
Feb-16,내국인 관광객,제주시,연동,스넥,여,50대,1783600,81,22020
Feb-16,내국인 관광객,제주시,용담2동,기념품 점,여,20대,23617000,1075,21969
Feb-16,내국인 관광객,제주시,이도2동,기타음료식품,남,40대,328700,15,21913
Feb-16,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,남,50대,2211300,101,21894
Feb-16,내국인 관광객,제주시,연동,슈퍼 마켓,여,50대,6989090,320,21841
Feb-16,내국인 관광객,제주시,연동,기타음료식품,여,40대,414000,19,21789
Feb-16,내국인 관광객,제주시,용담2동,스넥,여,20대,652300,30,21743
Feb-16,내국인 관광객,제주시,노형동,기념품 점,남,20대,1369800,63,21743
Feb-16,내국인 관광객,제주시,연동,기타음료식품,남,40대,325500,15,21700
Feb-16,내국인 관광객,서귀포시,성산읍,기념품 점,남,40대,5181600,239,21680
Feb-16,내국인 관광객,서귀포시,예래동,스넥,남,40대,7198920,333,21618
Feb-16,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,여,50대,604930,28,21605
Feb-16,내국인 관광객,제주시,용담2동,스넥,여,30대,648000,30,21600
Feb-16,내국인 관광객,제주시,용담2동,기타음료식품,남,50대,560400,26,21554
Feb-16,내국인 관광객,제주시,이도2동,악세 사리,여,30대,602100,28,21504
Feb-16,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,여,50대,3848340,180,21380
Feb-16,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,남,50대,6954340,326,21332
Feb-16,내국인 관광객,서귀포시,예래동,기타음료식품,여,50대,1298900,61,21293
Feb-16,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,남,40대,10005465,473,21153
Feb-16,내국인 관광객,서귀포시,성산읍,스넥,남,20대,3904500,185,21105
Feb-16,내국인 관광객,서귀포시,예래동,슈퍼 마켓,남,20대,316450,15,21097
Feb-16,내국인 관광객,제주시,이도2동,악세 사리,여,20대,1917300,91,21069
Feb-16,내국인 관광객,제주시,용담2동,기타음료식품,남,40대,1199600,57,21046
Feb-16,내국인 관광객,서귀포시,예래동,스넥,여,50대,2026050,97,20887
Feb-16,내국인 관광객,제주시,노형동,의원,남,20대,1607494,77,20877
Feb-16,내국인 관광객,제주시,삼도2동,의원,여,20대,312300,15,20820
Feb-16,내국인 관광객,제주시,애월읍,슈퍼 마켓,남,50대,6539910,316,20696
Feb-16,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,여,40대,1881700,91,20678
Feb-16,내국인 관광객,제주시,연동,악세 사리,여,50대,288400,14,20600
Feb-16,내국인 관광객,서귀포시,남원읍,기타음료식품,남,20대,1088650,53,20541
Feb-16,내국인 관광객,제주시,애월읍,농축수산품,여,20대,1723000,84,20512
Feb-16,내국인 관광객,서귀포시,예래동,슈퍼 마켓,남,30대,696560,34,20487
Feb-16,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,남,50대,3254060,159,20466
Feb-16,내국인 관광객,서귀포시,예래동,스넥,남,30대,5178230,254,20387
Feb-16,내국인 관광객,제주시,연동,스넥,여,30대,8029700,394,20380
Feb-16,내국인 관광객,서귀포시,성산읍,기타음료식품,여,30대,651250,32,20352
Feb-16,내국인 관광객,서귀포시,성산읍,기념품 점,여,30대,4521600,223,20276
Feb-16,내국인 관광객,서귀포시,성산읍,기타음료식품,남,50대,709100,35,20260
Feb-16,내국인 관광객,서귀포시,예래동,기념품 점,남,20대,242500,12,20208
Feb-16,내국인 관광객,제주시,이도2동,약국,여,40대,1937250,96,20180
Feb-16,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,남,40대,4476280,222,20163
Feb-16,내국인 관광객,제주시,용담2동,슈퍼 마켓,남,50대,4355090,216,20162
Feb-16,내국인 관광객,서귀포시,성산읍,의원,여,50대,342650,17,20156
Feb-16,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,남,20대,1164510,58,20078
Feb-16,내국인 관광객,제주시,이도2동,의원,남,20대,863100,43,20072
Feb-16,내국인 관광객,제주시,삼도2동,스넥,남,20대,320900,16,20056
Feb-16,내국인 관광객,제주시,애월읍,슈퍼 마켓,여,50대,3182930,160,19893
Feb-16,내국인 관광객,제주시,애월읍,스넥,남,40대,5266100,265,19872
Feb-16,내국인 관광객,서귀포시,성산읍,스넥,여,40대,1882800,95,19819
Feb-16,내국인 관광객,제주시,이도2동,약국,남,50대,2316750,117,19801
Feb-16,내국인 관광객,서귀포시,성산읍,기념품 점,남,30대,3993900,202,19772
Feb-16,내국인 관광객,제주시,애월읍,슈퍼 마켓,남,40대,8655210,438,19761
Feb-16,내국인 관광객,서귀포시,예래동,스넥,여,30대,4383410,222,19745
Feb-16,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,여,30대,1587820,81,19603
Feb-16,내국인 관광객,서귀포시,성산읍,스넥,여,50대,760400,39,19497
Feb-16,내국인 관광객,제주시,연동,스넥,여,40대,3037430,156,19471
Feb-16,내국인 관광객,제주시,용담2동,스넥,남,40대,659200,34,19388
Feb-16,내국인 관광객,서귀포시,예래동,기타음료식품,남,40대,3710700,193,19226
Feb-16,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,여,40대,4139890,217,19078
Feb-16,내국인 관광객,서귀포시,예래동,스넥,여,20대,4120670,218,18902
Feb-16,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,남,40대,1757820,93,18901
Feb-16,내국인 관광객,제주시,애월읍,스넥,여,40대,4260400,227,18768
Feb-16,내국인 관광객,제주시,연동,슈퍼 마켓,여,30대,11162340,596,18729
Feb-16,내국인 관광객,제주시,이도2동,의원,남,50대,1327400,71,18696
Feb-16,내국인 관광객,서귀포시,성산읍,정장(여성),여,30대,257000,14,18357
Feb-16,내국인 관광객,서귀포시,성산읍,스넥,남,30대,2899700,158,18353
Feb-16,내국인 관광객,제주시,연동,스넥,남,30대,5669400,312,18171
Feb-16,내국인 관광객,제주시,노형동,슈퍼 마켓,남,30대,12627220,695,18169
Feb-16,내국인 관광객,제주시,용담2동,스넥,남,30대,647000,36,17972
Feb-16,내국인 관광객,제주시,삼도2동,악세 사리,여,20대,611000,34,17971
Feb-16,내국인 관광객,제주시,노형동,기타음료식품,여,40대,413160,23,17963
Feb-16,내국인 관광객,서귀포시,성산읍,의원,여,40대,269400,15,17960
Feb-16,내국인 관광객,제주시,삼도2동,슈퍼 마켓,여,50대,430670,24,17945
Feb-16,내국인 관광객,제주시,연동,기념품 점,여,20대,3287000,184,17864
Feb-16,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,여,40대,1211970,68,17823
Feb-16,내국인 관광객,서귀포시,예래동,슈퍼 마켓,남,40대,1119790,63,17774
Feb-16,내국인 관광객,서귀포시,성산읍,스넥,여,30대,2985900,168,17773
Feb-16,내국인 관광객,제주시,이도2동,의원,남,30대,1723230,97,17765
Feb-16,내국인 관광객,서귀포시,남원읍,스포츠레져용품,남,30대,337200,19,17747
Feb-16,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,남,30대,1662570,94,17687
Feb-16,내국인 관광객,제주시,삼도2동,슈퍼 마켓,여,40대,723520,41,17647
Feb-16,내국인 관광객,제주시,애월읍,스넥,여,50대,1631300,93,17541
Feb-16,내국인 관광객,제주시,용담2동,기타음료식품,남,30대,1449300,83,17461
Feb-16,내국인 관광객,제주시,애월읍,슈퍼 마켓,남,30대,4492120,258,17411
Feb-16,내국인 관광객,제주시,애월읍,슈퍼 마켓,여,30대,3304490,190,17392
Feb-16,내국인 관광객,서귀포시,예래동,기타음료식품,여,30대,1633700,94,17380
Feb-16,내국인 관광객,제주시,삼도2동,스넥,남,30대,450100,26,17312
Feb-16,내국인 관광객,서귀포시,예래동,기타음료식품,남,50대,951300,55,17296
Feb-16,내국인 관광객,서귀포시,성산읍,스넥,여,20대,4166100,241,17287
Feb-16,내국인 관광객,서귀포시,대륜동,기타음료식품,남,40대,656550,38,17278
Feb-16,내국인 관광객,서귀포시,남원읍,약국,남,30대,326200,19,17168
Feb-16,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,여,30대,5149790,300,17166
Feb-16,내국인 관광객,제주시,애월읍,스넥,남,50대,1921200,112,17154
Feb-16,내국인 관광객,제주시,이도2동,기타음료식품,여,30대,566000,33,17152
Feb-16,내국인 관광객,제주시,노형동,의원,남,40대,2695400,158,17059
Feb-16,내국인 관광객,서귀포시,예래동,스넥,남,20대,2591850,152,17052
Feb-16,내국인 관광객,제주시,용담2동,슈퍼 마켓,남,40대,5889380,346,17021
Feb-16,내국인 관광객,서귀포시,성산읍,기타음료식품,남,40대,1138700,67,16996
Feb-16,내국인 관광객,서귀포시,성산읍,약국,남,50대,777300,46,16898
Feb-16,내국인 관광객,서귀포시,남원읍,약국,여,40대,320900,19,16889
Feb-16,내국인 관광객,제주시,노형동,슈퍼 마켓,여,30대,7615260,451,16885
Feb-16,내국인 관광객,서귀포시,예래동,기념품 점,남,40대,824500,49,16827
Feb-16,내국인 관광객,제주시,용담2동,슈퍼 마켓,여,30대,2563570,153,16755
Feb-16,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,여,20대,751940,45,16710
Feb-16,내국인 관광객,제주시,연동,스넥,여,20대,10841500,649,16705
Feb-16,내국인 관광객,제주시,노형동,스넥,여,40대,4651300,280,16612
Feb-16,내국인 관광객,제주시,연동,슈퍼 마켓,남,40대,15194545,915,16606
Feb-16,내국인 관광객,서귀포시,남원읍,스넥,남,40대,2471400,149,16587
Feb-16,내국인 관광객,제주시,노형동,기타음료식품,남,40대,690870,42,16449
Feb-16,내국인 관광객,제주시,노형동,약국,남,40대,3706470,227,16328
Feb-16,내국인 관광객,서귀포시,성산읍,의원,남,30대,473400,29,16324
Feb-16,내국인 관광객,서귀포시,예래동,기타음료식품,여,40대,2719900,167,16287
Feb-16,내국인 관광객,제주시,노형동,의원,남,50대,1626880,100,16269
Feb-16,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,남,30대,2065940,127,16267
Feb-16,내국인 관광객,서귀포시,예래동,슈퍼 마켓,여,40대,406650,25,16266
Feb-16,내국인 관광객,제주시,애월읍,농축수산품,남,20대,940500,58,16216
Feb-16,내국인 관광객,제주시,이도2동,슈퍼 마켓,남,20대,6572780,407,16149
Feb-16,내국인 관광객,제주시,용담2동,슈퍼 마켓,여,40대,3595700,223,16124
Feb-16,내국인 관광객,제주시,이도2동,의원,남,40대,1335100,83,16086
Feb-16,내국인 관광객,서귀포시,예래동,스넥,여,40대,3740860,233,16055
Feb-16,내국인 관광객,제주시,노형동,슈퍼 마켓,여,20대,4825340,301,16031
Feb-16,내국인 관광객,제주시,노형동,기타음료식품,여,30대,463410,29,15980
Feb-16,내국인 관광객,서귀포시,성산읍,기념품 점,여,20대,2231400,140,15939
Feb-16,내국인 관광객,제주시,연동,슈퍼 마켓,남,30대,16666030,1046,15933
Feb-16,내국인 관광객,서귀포시,남원읍,스포츠레져용품,남,40대,301750,19,15882
Feb-16,내국인 관광객,서귀포시,예래동,슈퍼 마켓,여,20대,330950,21,15760
Feb-16,내국인 관광객,제주시,삼도2동,약국,여,30대,472090,30,15736
Feb-16,내국인 관광객,제주시,연동,의원,남,40대,1614200,103,15672
Feb-16,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,남,30대,6514110,416,15659
Feb-16,내국인 관광객,제주시,이도2동,약국,여,30대,2571345,165,15584
Feb-16,내국인 관광객,제주시,용담2동,슈퍼 마켓,여,20대,1512580,98,15434
Feb-16,내국인 관광객,서귀포시,예래동,슈퍼 마켓,남,50대,552430,36,15345
Feb-16,내국인 관광객,서귀포시,성산읍,정장(여성),여,20대,321000,21,15286
Feb-16,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,남,20대,685680,45,15237
Feb-16,내국인 관광객,서귀포시,성산읍,기념품 점,남,20대,1461500,96,15224
Feb-16,내국인 관광객,서귀포시,대륜동,기타음료식품,여,40대,837300,55,15224
Feb-16,내국인 관광객,제주시,애월읍,스넥,여,30대,7166600,473,15151
Feb-16,내국인 관광객,서귀포시,예래동,기타음료식품,여,20대,1802800,119,15150
Feb-16,내국인 관광객,제주시,삼도2동,스넥,남,40대,453800,30,15127
Feb-16,내국인 관광객,서귀포시,예래동,기념품 점,남,30대,784800,52,15092
Feb-16,내국인 관광객,제주시,노형동,스넥,남,40대,6329090,420,15069
Feb-16,내국인 관광객,제주시,연동,의원,남,30대,1321570,88,15018
Feb-16,내국인 관광객,제주시,삼도2동,스넥,여,20대,359500,24,14979
Feb-16,내국인 관광객,제주시,연동,스넥,남,20대,5223000,349,14966
Feb-16,내국인 관광객,제주시,연동,약국,여,40대,2074610,139,14925
Feb-16,내국인 관광객,서귀포시,성산읍,약국,여,40대,611400,41,14912
Feb-16,내국인 관광객,제주시,이도2동,스넥,남,40대,3106600,209,14864
Feb-16,내국인 관광객,제주시,이도2동,기타음료식품,남,30대,473300,32,14791
Feb-16,내국인 관광객,제주시,삼도2동,슈퍼 마켓,남,30대,763700,52,14687
Feb-16,내국인 관광객,제주시,연동,약국,여,50대,1247340,85,14675
Feb-16,내국인 관광객,서귀포시,남원읍,스넥,여,40대,1129100,77,14664
Feb-16,내국인 관광객,제주시,연동,기타음료식품,남,20대,219700,15,14647
Feb-16,내국인 관광객,제주시,애월읍,스넥,남,20대,4711900,322,14633
Feb-16,내국인 관광객,서귀포시,성산읍,기타음료식품,여,20대,1019410,70,14563
Feb-16,내국인 관광객,제주시,용담2동,기타음료식품,남,20대,813400,56,14525
Feb-16,내국인 관광객,서귀포시,남원읍,스넥,여,50대,784100,54,14520
Feb-16,내국인 관광객,제주시,이도2동,스넥,남,50대,1535700,107,14352
Feb-16,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,여,30대,444390,31,14335
Feb-16,내국인 관광객,제주시,삼도2동,슈퍼 마켓,남,50대,943760,66,14299
Feb-16,내국인 관광객,서귀포시,남원읍,약국,남,50대,357300,25,14292
Feb-16,내국인 관광객,제주시,애월읍,슈퍼 마켓,남,20대,2643460,185,14289
Feb-16,내국인 관광객,서귀포시,남원읍,스넥,남,50대,1513415,106,14278
Feb-16,내국인 관광객,제주시,연동,슈퍼 마켓,여,20대,5548610,391,14191
Feb-16,내국인 관광객,서귀포시,대륜동,약국,여,50대,397300,28,14189
Feb-16,내국인 관광객,제주시,노형동,스넥,남,50대,2323500,164,14168
Feb-16,내국인 관광객,서귀포시,예래동,슈퍼 마켓,여,30대,154700,11,14064
Feb-16,내국인 관광객,서귀포시,예래동,기타음료식품,남,20대,1911700,136,14057
Feb-16,내국인 관광객,제주시,연동,슈퍼 마켓,남,20대,8401580,598,14049
Feb-16,내국인 관광객,제주시,연동,의원,남,50대,491500,35,14043
Feb-16,내국인 관광객,제주시,노형동,약국,남,30대,3513500,251,13998
Feb-16,내국인 관광객,제주시,노형동,기타음료식품,남,30대,404720,29,13956
Feb-16,내국인 관광객,제주시,용담2동,슈퍼 마켓,남,30대,3766110,270,13949
Feb-16,내국인 관광객,서귀포시,성산읍,의원,남,20대,223000,16,13938
Feb-16,내국인 관광객,제주시,노형동,약국,여,50대,1412610,102,13849
Feb-16,내국인 관광객,제주시,애월읍,스넥,남,30대,6007400,434,13842
Feb-16,내국인 관광객,제주시,노형동,슈퍼 마켓,남,20대,4489490,325,13814
Feb-16,내국인 관광객,서귀포시,예래동,기타음료식품,남,30대,1562800,114,13709
Feb-16,내국인 관광객,서귀포시,성산읍,의원,남,40대,534510,39,13705
Feb-16,내국인 관광객,제주시,삼도2동,스넥,남,50대,356300,26,13704
Feb-16,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,남,20대,5050750,376,13433
Feb-16,내국인 관광객,제주시,연동,약국,남,50대,1887700,141,13388
Feb-16,내국인 관광객,제주시,애월읍,슈퍼 마켓,여,20대,1871140,140,13365
Feb-16,내국인 관광객,제주시,삼도2동,슈퍼 마켓,남,40대,1816180,137,13257
Feb-16,내국인 관광객,제주시,삼도2동,의원,여,40대,449700,34,13226
Feb-16,내국인 관광객,서귀포시,성산읍,악세 사리,여,30대,157400,12,13117
Feb-16,내국인 관광객,제주시,이도2동,스넥,여,40대,1782600,136,13107
Feb-16,내국인 관광객,제주시,노형동,약국,여,40대,2444910,187,13074
Feb-16,내국인 관광객,서귀포시,성산읍,악세 사리,여,40대,168700,13,12977
Feb-16,내국인 관광객,서귀포시,남원읍,스넥,여,30대,2578900,199,12959
Feb-16,내국인 관광객,제주시,삼도2동,약국,여,40대,360640,28,12880
Feb-16,내국인 관광객,제주시,연동,의원,여,40대,476500,37,12878
Feb-16,내국인 관광객,제주시,용담2동,약국,여,50대,744000,58,12828
Feb-16,내국인 관광객,제주시,노형동,스넥,남,20대,6011000,472,12735
Feb-16,내국인 관광객,제주시,애월읍,스넥,여,20대,8605800,680,12656
Feb-16,내국인 관광객,서귀포시,예래동,기념품 점,여,30대,543900,43,12649
Feb-16,내국인 관광객,서귀포시,남원읍,스넥,남,20대,2437600,194,12565
Feb-16,내국인 관광객,서귀포시,성산읍,기타음료식품,남,20대,1029390,82,12554
Feb-16,내국인 관광객,제주시,이도2동,약국,남,30대,2078470,166,12521
Feb-16,내국인 관광객,제주시,이도2동,스넥,남,30대,3741500,299,12513
Feb-16,내국인 관광객,제주시,노형동,스넥,여,50대,1009000,81,12457
Feb-16,내국인 관광객,제주시,연동,약국,여,30대,2664870,215,12395
Feb-16,내국인 관광객,제주시,삼도2동,약국,여,50대,160500,13,12346
Feb-16,내국인 관광객,서귀포시,남원읍,스넥,남,30대,2610200,212,12312
Feb-16,내국인 관광객,제주시,삼도2동,의원,남,20대,135000,11,12273
Feb-16,내국인 관광객,제주시,노형동,스넥,여,20대,5356950,438,12230
Feb-16,내국인 관광객,제주시,노형동,스넥,남,30대,7804140,642,12156
Feb-16,내국인 관광객,서귀포시,대륜동,약국,남,50대,350400,29,12083
Feb-16,내국인 관광객,제주시,삼도2동,약국,남,50대,289700,24,12071
Feb-16,내국인 관광객,서귀포시,남원읍,스넥,여,20대,2512100,209,12020
Feb-16,내국인 관광객,제주시,애월읍,약국,남,40대,443000,37,11973
Feb-16,내국인 관광객,제주시,연동,약국,여,20대,1956350,165,11857
Feb-16,내국인 관광객,제주시,연동,약국,남,30대,2308390,195,11838
Feb-16,내국인 관광객,제주시,용담2동,기타음료식품,여,20대,422000,36,11722
Feb-16,내국인 관광객,제주시,용담2동,슈퍼 마켓,남,20대,1571020,135,11637
Feb-16,내국인 관광객,제주시,삼도2동,의원,여,30대,416600,36,11572
Feb-16,내국인 관광객,제주시,노형동,약국,남,20대,1059210,92,11513
Feb-16,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,여,20대,4102660,357,11492
Feb-16,내국인 관광객,제주시,이도2동,스넥,남,20대,3066200,267,11484
Feb-16,내국인 관광객,제주시,이도2동,스넥,여,50대,676100,59,11459
Feb-16,내국인 관광객,제주시,이도2동,약국,여,50대,525720,46,11429
Feb-16,내국인 관광객,제주시,이도2동,스넥,여,30대,3182500,279,11407
Feb-16,내국인 관광객,제주시,노형동,스넥,여,30대,5111610,449,11384
Feb-16,내국인 관광객,제주시,삼도2동,슈퍼 마켓,여,30대,477230,42,11363
Feb-16,내국인 관광객,제주시,삼도2동,의원,남,50대,225500,20,11275
Feb-16,내국인 관광객,제주시,이도2동,기타음료식품,여,20대,156700,14,11193
Feb-16,내국인 관광객,서귀포시,성산읍,기타음료식품,남,30대,673110,61,11035
Feb-16,내국인 관광객,제주시,이도2동,약국,남,40대,1600310,146,10961
Feb-16,내국인 관광객,서귀포시,남원읍,약국,여,50대,153300,14,10950
Feb-16,내국인 관광객,제주시,삼도2동,스넥,여,30대,185900,17,10935
Feb-16,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,여,20대,290920,27,10775
Feb-16,내국인 관광객,서귀포시,대륜동,기타음료식품,남,50대,426800,40,10670
Feb-16,내국인 관광객,제주시,애월읍,의원,여,50대,170300,16,10644
Feb-16,내국인 관광객,제주시,용담2동,약국,남,50대,710800,67,10609
Feb-16,내국인 관광객,제주시,노형동,약국,여,30대,3428180,326,10516
Feb-16,내국인 관광객,서귀포시,성산읍,약국,남,40대,559400,54,10359
Feb-16,내국인 관광객,제주시,연동,기타음료식품,여,30대,246600,24,10275
Feb-16,내국인 관광객,제주시,삼도2동,스넥,여,40대,195100,19,10268
Feb-16,내국인 관광객,제주시,용담2동,의원,여,40대,143700,14,10264
Feb-16,내국인 관광객,제주시,애월읍,약국,남,50대,366200,36,10172
Feb-16,내국인 관광객,제주시,연동,약국,남,40대,2345240,231,10153
Feb-16,내국인 관광객,제주시,용담2동,약국,남,40대,1204630,120,10039
Feb-16,내국인 관광객,제주시,삼도2동,약국,남,20대,189500,19,9974
Feb-16,내국인 관광객,서귀포시,남원읍,스포츠레져용품,남,20대,129500,13,9962
Feb-16,내국인 관광객,제주시,용담2동,약국,여,30대,1624300,165,9844
Feb-16,내국인 관광객,제주시,애월읍,약국,남,30대,254000,26,9769
Feb-16,내국인 관광객,서귀포시,대륜동,약국,남,40대,722900,74,9769
Feb-16,내국인 관광객,제주시,애월읍,약국,여,50대,144500,15,9633
Feb-16,내국인 관광객,서귀포시,남원읍,의원,남,50대,182400,19,9600
Feb-16,내국인 관광객,서귀포시,성산읍,의원,여,30대,124600,13,9585
Feb-16,내국인 관광객,제주시,이도2동,약국,남,20대,715300,75,9537
Feb-16,내국인 관광객,서귀포시,성산읍,약국,남,30대,607630,65,9348
Feb-16,내국인 관광객,제주시,이도2동,스넥,여,20대,3357600,360,9327
Feb-16,내국인 관광객,제주시,노형동,약국,여,20대,1502740,163,9219
Feb-16,내국인 관광객,제주시,삼도2동,슈퍼 마켓,남,20대,219190,24,9133
Feb-16,내국인 관광객,제주시,삼도2동,약국,남,30대,283940,32,8873
Feb-16,내국인 관광객,제주시,용담2동,약국,여,40대,978900,112,8740
Feb-16,내국인 관광객,제주시,삼도2동,약국,남,40대,200800,23,8730
Feb-16,내국인 관광객,제주시,이도2동,약국,여,20대,996220,117,8515
Feb-16,내국인 관광객,제주시,연동,약국,남,20대,1046260,124,8438
Feb-16,내국인 관광객,제주시,용담2동,약국,남,30대,1124800,134,8394
Feb-16,내국인 관광객,서귀포시,성산읍,악세 사리,남,20대,83900,10,8390
Feb-16,내국인 관광객,서귀포시,대륜동,약국,남,30대,568900,68,8366
Feb-16,내국인 관광객,서귀포시,대륜동,약국,여,30대,634900,76,8354
Feb-16,내국인 관광객,서귀포시,대륜동,기타음료식품,여,50대,126700,16,7919
Feb-16,내국인 관광객,서귀포시,대륜동,약국,여,40대,430500,55,7827
Feb-16,내국인 관광객,제주시,용담2동,약국,남,20대,530300,68,7799
Feb-16,내국인 관광객,제주시,애월읍,약국,여,40대,155600,20,7780
Feb-16,내국인 관광객,서귀포시,성산읍,약국,여,30대,363100,48,7565
Feb-16,내국인 관광객,제주시,애월읍,약국,여,30대,204100,27,7559
Feb-16,내국인 관광객,제주시,용담2동,약국,여,20대,1171900,160,7324
Feb-16,내국인 관광객,제주시,삼도2동,약국,여,20대,244000,34,7176
Feb-16,내국인 관광객,제주시,이도2동,의원,여,50대,268900,38,7076
Feb-16,내국인 관광객,제주시,삼도2동,슈퍼 마켓,여,20대,249630,36,6934
Feb-16,내국인 관광객,제주시,삼도2동,의원,남,40대,226500,33,6864
Feb-16,내국인 관광객,서귀포시,대륜동,약국,남,20대,314704,46,6841
Feb-16,내국인 관광객,서귀포시,대륜동,기타음료식품,여,20대,559050,84,6655
Feb-16,내국인 관광객,서귀포시,남원읍,약국,남,40대,128800,20,6440
Feb-16,내국인 관광객,제주시,삼도2동,의원,여,50대,100200,16,6263
Feb-16,내국인 관광객,서귀포시,대륜동,약국,여,20대,228300,37,6170
Feb-16,내국인 관광객,제주시,연동,기타음료식품,여,20대,220300,36,6119
Feb-16,내국인 관광객,제주시,노형동,기타음료식품,남,20대,163870,27,6069
Feb-16,내국인 관광객,서귀포시,남원읍,약국,여,20대,102600,17,6035
Feb-16,내국인 관광객,서귀포시,대륜동,기타음료식품,여,30대,726900,121,6007
